41.86657573092364,-87.62264817391737,41.8665716,-87.62303844232838,PcD7vSQprz9S0hHBD3m9oQ,2021-08,
41.86660259025651,-87.62734977761549,41.8665716,-87.62726043909822,NXMADbb8QgBcUCh4W2FSQQ,2023-04,
41.86653537046437,-87.62242101213926,41.8665716,-87.62198294313592,4ZqoCpBpOPBFtulLWgebEQ,2021-08,
41.8665886877818,-87.62001811974407,41.8665716,-87.619871944751,UzbU58_JoOy1EqlsmDQztA,2022-06,
41.86659242297227,-87.62019527918413,41.8665716,-87.62039969434723,lwNHQo1X5A37Yx5TaNWp-Q,2021-08,
41.86654187927125,-87.62943388557053,41.8665716,-87.62989918707937,rFyqWcgcNdSqKDdA-QRgog,2021-08,
41.86657208026973,-87.63040865577192,41.8665716,-87.6304269366756,oWx9fdOFJGifK3yZ6GnQcw,2021-08,
41.86653377873839,-87.62580361748,41.8665716,-87.62567719030953,DEQhcHUL7fGs5BeckSvXkg,2021-08,
41.8666456943266,-87.61283516917732,41.8665716,-87.6130112,WsKtGdjBJFXvQnLOz7KXRQ,2011-06,
41.86676504420144,-87.62615819209283,41.8665716,-87.62620493990576,dbNJ0ESbIyPIxd5gdFinqg,2019-07,
41.8665716,-87.63570443263791,41.8665716,-87.63570443263791,None,None,ZERO_RESULTS
41.8665716,-87.63253793506053,41.8665716,-87.63253793506053,None,None,ZERO_RESULTS
41.86665518908517,-87.61493551178081,41.8665716,-87.61512219838492,7OOl1R-Rle2PmS-3x3tfgw,2011-05,
41.86657667387351,-87.62406708098023,41.8665716,-87.62356619192461,ku-yTUUbzkIFW84miKV7wg,2021-06,
41.86653537046437,-87.62242101213926,41.8665716,-87.62251069273215,4ZqoCpBpOPBFtulLWgebEQ,2021-08,
41.86654942758901,-87.61919196921127,41.8665716,-87.61934419515477,ZrSDix2fg0F64iJ9wc7NjQ,2022-06,
41.86657663896764,-87.62495068406291,41.8665716,-87.62462169111707,spCaGZD9r8lfLHCTtil6RQ,2019-07,
41.8665716,-87.62145519353969,41.8665716,-87.62145519353969,None,None,ZERO_RESULTS
41.86657667387351,-87.62406708098023,41.8665716,-87.62409394152084,ku-yTUUbzkIFW84miKV7wg,2021-06,
41.86651944555435,-87.61619424454787,41.8665716,-87.61617769757738,6g16D4YS5uRTDPQqnI_teQ,2015-10,
41.86670052803234,-87.61404884826818,41.8665716,-87.61406669919246,rX6-iXGhJd7hUq60QRZNpw,2017-11,
41.86657663896764,-87.62495068406291,41.8665716,-87.6251494407133,spCaGZD9r8lfLHCTtil6RQ,2019-07,
41.8665716,-87.63623218223414,41.8665716,-87.63623218223414,None,None,ZERO_RESULTS
41.86650016262423,-87.61826037606745,41.8665716,-87.6182886959623,xwmpuCi5912KYsQsPQGuVA,2015-10,
41.8665716,-87.63412118384922,41.8665716,-87.63412118384922,None,None,ZERO_RESULTS
41.86639284489939,-87.63057259646169,41.8665716,-87.6320101854643,ao4c4YpOtvYn8YEQNUsyWw,2021-08,
41.86660046317652,-87.61351554751572,41.8665716,-87.61353894959623,ReWQqOvSlKb6ARzniYdSig,2017-11,
