street_edge_id,region_id,x1,y1,x2,y2,geom
3209,DELTA,-102.014218,20.3092614,-102.0150062,20.3093856,0102000020E61000000E0000002F8F90DCF58059C074DA09E5334F3440FBFA6BC3F28059C0CF5955E5314F34404925862EF28059C07099D365314F3440AEA877A7F18059C0DBABEA40314F3440AF809DF6EF8059C05829F345314F3440B5FB5580EF8059C06433D131314F344086ED821CEF8059C04CC3F011314F3440BD546CCCEB8059C0DC6FA3B72E4F344099507754EB8059C0AD33BE2F2E4F34405833D70EEB8059C0D1F533AB2D4F3440B83EAC37EA8059C0B4FC659C2B4F34408214E1CBE98059C0559808652B4F3440E292E34EE98059C0FC94BE6B2B4F3440EE409DF2E88059C049EA4EC12B4F3440
3210,"LOS AYALA",-102.0103154,20.3103728,-102.0118012,20.3098363,0102000020E6100000020000006D03D259C18059C0189D876E514F34404A69EC01A98059C065918197744F3440
3211,"LOS AYALA",-102.0092589,20.3106679,-102.0103154,20.3103728,0102000020E6100000030000004A69EC01A98059C065918197744F3440FA96DEA3A38059C0F63240587C4F34409B2CA4B2978059C0C06A76EE874F3440
3212,"LOS AYALA",-102.0128936,20.3073156,-102.0134667,20.3081115,0102000020E61000000400000071056FA3DC8059C081053065E04E3440C7157200D88059C017917241C74E3440A4E6069ED68059C0CD3F55E0BF4E3440F994AD3FD38059C0F58C333CAC4E3440
3213,"LOS AYALA",-102.0128681,20.3072756,-102.0128936,20.3073156,0102000020E610000002000000F994AD3FD38059C0F58C333CAC4E3440592AB9D4D28059C0D9DB1C9DA94E3440
3214,"LOS AYALA",-102.0123229,20.3064219,-102.0128681,20.3072756,0102000020E610000005000000592AB9D4D28059C0D9DB1C9DA94E344053FDEF2DD18059C0503750E09D4E34406C2EED8ACF8059C0EBC48ABF924E3440089DC6ACCD8059C0329C210B874E34407B1FFDE5C98059C0374767AA714E3440
3215,"LOS AYALA",-102.0125378,20.3074996,-102.0128681,20.3072756,0102000020E610000002000000592AB9D4D28059C0D9DB1C9DA94E3440AF3D586BCD8059C07888354BB84E3440
3216,"LOS AYALA",-102.0124326,20.307571,-102.0125378,20.3074996,0102000020E610000002000000AF3D586BCD8059C07888354BB84E3440DF991AB2CB8059C0B1321AF9BC4E3440
3217,"LOS AYALA",-102.0123769,20.3076119,-102.0124326,20.307571,0102000020E610000002000000DF991AB2CB8059C0B1321AF9BC4E3440752E7BC8CA8059C0455C4AA7BF4E3440
3218,"LOS AYALA",-102.0121302,20.3078043,-102.0123769,20.3076119,0102000020E610000004000000752E7BC8CA8059C0455C4AA7BF4E34406A8C310BC88059C0E2ABC20BC74E34408E379E74C78059C028243E1CC94E3440D012BFBDC68059C074113A43CC4E3440
3219,"LOS AYALA",-102.0125641,20.3092755,-102.0121302,20.3078043,0102000020E61000000C000000D012BFBDC68059C074113A43CC4E344053399270C68059C05BDDA0ACCE4E344006E4011BC68059C005E7429BD24E3440D0FE51E5C58059C0456E3C8ED54E3440A75192BFC58059C04342EFE8DA4E34408F0FC4C3C58059C0E81EC830DD4E344018C5BCD8C58059C05816F142DF4E344006E4011BC68059C0B66EDE93E24E34400C73277DC68059C05426EB26E74E3440B23E2F26C78059C0749C363EEE4E34403AF18B01C88059C05850BDDAF64E3440A3A6A7D9CD8059C03CF4DDAD2C4F3440
3220,"LOS AYALA",-102.0126332,20.3079681,-102.0127753,20.3081693,0102000020E61000000200000095EC7D4FD18059C09721E92EE44E344001367BFBCE8059C015B655FFD64E3440
3221,"LOS AYALA",-102.0123769,20.3076119,-102.0126332,20.3079681,0102000020E61000000200000001367BFBCE8059C015B655FFD64E3440752E7BC8CA8059C0455C4AA7BF4E3440
